date,time,product_name,unit_price,quantity,revenue,store_name,sales_campaign
2023-11-14,11:48,T-Shirt,28.5,1,28.5,Mumbai Store,
2023-06-23,09:44,Cookware Set,175.29,2,350.58,Mumbai Store,
2023-02-04,12:51,Smartphone,804.9,3,2414.7,Chicago Store,
2023-10-03,19:42,Perfume,130.37,6,782.22,Los Angeles Store,
2023-02-09,08:52,Smartphone,664.51,8,5316.08,Beijing Store,
2023-05-26,19:37,Organic Coffee,9.36,10,93.6,London Store,
2023-03-22,19:31,Snack Box,7.86,4,31.44,New York Store,
2023-10-18,10:31,Jeans,54.0,7,378.0,New York Store,
2023-11-07,17:42,Blender,97.28,8,778.24,Guangzhou Store,
2023-09-23,14:54,Running Shoes,98.41,4,393.64,Phoenix Store,
2023-07-24,18:06,Running Shoes,73.57,8,588.56,Los Angeles Store,
2023-05-16,10:38,Snack Box,5.06,9,45.54,Guangzhou Store,
2023-05-19,13:48,Headphones,108.9,9,980.1,Shanghai Store,
2023-11-09,10:28,Board Game,31.92,4,127.68,Delhi Store,
2023-08-04,08:56,Running Shoes,119.37,2,238.74,Shanghai Store,
2023-05-01,18:37,Snack Box,7.25,4,29.0,Guangzhou Store,
2023-09-29,19:19,Laptop,1900.75,6,11404.5,Phoenix Store,
2023-12-26,18:45,T-Shirt,29.66,6,177.96,Los Angeles Store,
2023-08-18,14:58,Cookware Set,196.94,4,787.76,Tokyo Store,
2023-06-14,20:33,Blender,59.15,5,295.75,Beijing Store,
2023-06-30,10:51,Jeans,61.49,7,430.43,Sydney Store,
2023-07-02,17:24,Snack Box,7.25,3,21.75,Munich Store,
2023-04-22,16:23,Smartphone,749.19,2,1498.38,Munich Store,
2023-05-26,09:10,Snack Box,5.38,7,37.66,Los Angeles Store,
2023-06-23,15:53,Headphones,58.85,4,235.4,Hamburg Store,
2023-05-16,12:57,T-Shirt,19.56,6,117.36,Houston Store,
2023-02-12,17:58,Smartphone,618.32,9,5564.88,Los Angeles Store,
2023-07-04,20:11,Jeans,71.3,8,570.4,Beijing Store,
2023-03-03,15:13,Cookbook,30.9,2,61.8,New York Store,
2023-01-10,08:15,Headphones,153.06,1,153.06,New York Store,
2023-12-09,13:16,Headphones,76.74,4,306.96,Los Angeles Store,
2023-09-19,11:13,Organic Coffee,14.43,10,144.3,Edinburgh Store,
2023-03-15,09:21,Cookbook,34.04,9,306.36,Houston Store,
2023-04-10,19:02,Cookbook,31.0,8,248.0,Munich Store,
2023-05-22,15:04,Snack Box,6.85,2,13.7,Shanghai Store,
2023-07-14,14:30,Cookbook,15.28,8,122.24,Los Angeles Store,
2023-05-31,14:13,Snack Box,8.3,7,58.1,Hamburg Store,
2023-03-01,12:39,Cookware Set,255.19,5,1275.95,Melbourne Store,
2023-11-18,13:03,Snack Box,9.18,7,64.26,Los Angeles Store,
2023-12-02,20:43,Cookbook,22.45,6,134.7,Houston Store,
2023-06-05,18:35,Winter Jacket,116.78,7,817.46,Phoenix Store,
2023-02-26,17:34,Blender,89.71,10,897.1,Mumbai Store,
2023-10-08,15:04,Perfume,79.46,10,794.6,Guangzhou Store,
2023-08-10,09:55,Cookbook,22.18,7,155.26,Shanghai Store,
2023-12-03,16:21,T-Shirt,26.72,9,240.48,Chicago Store,
2023-03-25,10:55,Jeans,62.19,6,373.14,New York Store,
2023-07-16,15:39,Winter Jacket,125.88,5,629.4,Guangzhou Store,
2023-05-17,18:16,LEGO Set,93.97,9,845.73,Beijing Store,
2023-11-27,20:28,Running Shoes,103.19,6,619.14,New York Store,
2023-09-20,11:21,Skincare Set,69.72,2,139.44,Guangzhou Store,
2023-10-24,17:05,Organic Coffee,8.0,7,56.0,Melbourne Store,
2023-06-17,11:57,Winter Jacket,138.96,9,1250.64,Chicago Store,
2023-07-19,16:39,Bestseller Novel,17.3,6,103.8,Berlin Store,
2023-07-10,12:29,Jeans,59.32,2,118.64,Delhi Store,
2023-10-01,09:50,Running Shoes,117.86,2,235.72,Berlin Store,
2023-01-29,08:00,Headphones,93.45,1,93.45,Osaka Store,
2023-12-12,13:04,LEGO Set,42.7,4,170.8,Phoenix Store,
2023-06-08,12:38,Board Game,46.01,5,230.05,Beijing Store,Summer Sale
2023-08-23,18:33,Jeans,46.41,1,46.41,New York Store,
2023-03-26,15:15,Blender,56.81,6,340.86,Hamburg Store,
2023-12-19,12:42,Skincare Set,39.18,1,39.18,Phoenix Store,
2023-06-28,08:33,Skincare Set,70.44,8,563.52,Los Angeles Store,
2023-03-02,13:29,Snack Box,6.02,2,12.04,Chicago Store,
2023-09-23,08:28,Cookware Set,291.09,7,2037.63,Beijing Store,
2023-04-19,10:19,Smartphone,793.72,9,7143.48,Guangzhou Store,
2023-04-20,10:46,Skincare Set,41.84,10,418.4,Guangzhou Store,
2023-03-12,15:42,LEGO Set,79.23,5,396.15,Phoenix Store,
2023-01-13,20:03,Board Game,37.06,1,37.06,Phoenix Store,
2023-01-06,09:29,Headphones,92.78,6,556.68,Osaka Store,
2023-10-14,12:22,Snack Box,6.1,5,30.5,Houston Store,
2023-08-19,20:13,Snack Box,8.83,9,79.47,Tokyo Store,
2023-05-26,14:58,Board Game,44.5,9,400.5,Shanghai Store,
2023-11-19,08:39,LEGO Set,70.5,9,634.5,Houston Store,
2023-10-03,20:14,Blender,91.83,7,642.81,Mumbai Store,
2023-03-31,16:18,Organic Coffee,10.65,5,53.25,Houston Store,
2023-06-02,20:20,Yoga Mat,15.53,3,46.59,Phoenix Store,
2023-08-30,18:52,Perfume,86.57,3,259.71,New York Store,
2023-03-20,10:57,T-Shirt,25.71,1,25.71,Hamburg Store,
2023-12-20,17:09,Yoga Mat,22.58,5,112.9,Tokyo Store,
2023-05-24,20:17,Running Shoes,91.96,8,735.68,Phoenix Store,
2023-01-02,10:17,Perfume,61.24,9,551.16,Chicago Store,
2023-11-23,17:46,T-Shirt,14.12,6,84.72,Sao Paulo Store,
2023-06-20,10:40,Snack Box,6.63,6,39.78,Beijing Store,
2023-11-04,19:45,LEGO Set,75.19,5,375.95,Shanghai Store,
2023-01-24,20:34,Organic Coffee,13.88,2,27.76,Guangzhou Store,
2023-02-07,10:32,Running Shoes,95.63,7,669.41,Chicago Store,
2023-10-02,10:45,Perfume,104.78,5,523.9,Tokyo Store,
2023-01-21,08:21,Skincare Set,49.46,2,98.92,Berlin Store,
2023-04-04,18:01,LEGO Set,34.21,6,205.26,Beijing Store,
2023-05-29,18:45,Cookbook,15.81,10,158.1,Tokyo Store,
2023-02-07,16:39,Perfume,111.12,9,1000.08,Los Angeles Store,
2023-01-19,08:39,Jeans,40.45,9,364.05,Shanghai Store,
2023-07-20,19:05,Organic Coffee,9.04,8,72.32,Sao Paulo Store,
2023-05-10,15:23,Organic Coffee,11.03,7,77.21,Shanghai Store,
2023-12-21,18:09,Smartphone,895.83,8,7166.64,Los Angeles Store,
2023-05-15,15:39,T-Shirt,26.71,8,213.68,Munich Store,
2023-10-10,15:08,Jeans,49.19,6,295.14,New York Store,
2023-02-15,16:09,Skincare Set,66.55,5,332.75,Hamburg Store,
2023-06-16,16:35,T-Shirt,20.86,3,62.58,New York Store,
2023-11-11,08:27,Winter Jacket,105.83,6,634.98,Phoenix Store,
2023-04-03,12:31,Smartphone,535.86,2,1071.72,Houston Store,
2023-11-23,10:49,Perfume,147.41,2,294.82,Los Angeles Store,
2023-07-11,12:34,LEGO Set,54.24,4,216.96,London Store,
2023-08-25,18:07,Blender,118.66,8,949.28,Rio de Janeiro Store,
2023-12-07,10:40,Winter Jacket,85.33,3,255.99,Shanghai Store,
2023-02-09,13:28,T-Shirt,19.28,8,154.24,Los Angeles Store,
2023-06-27,10:12,Organic Coffee,9.24,10,92.4,Shanghai Store,
2023-03-26,08:36,Jeans,51.9,3,155.7,Beijing Store,
2023-05-11,08:46,T-Shirt,15.09,1,15.09,New York Store,
2023-12-08,13:15,Board Game,36.1,7,252.7,Phoenix Store,
2023-04-04,19:51,Yoga Mat,17.9,9,161.1,New York Store,
2023-08-01,13:42,Cookbook,25.2,9,226.8,Shanghai Store,
2023-04-16,17:07,Organic Coffee,12.72,10,127.2,Chicago Store,
2023-01-29,11:27,Yoga Mat,16.01,2,32.02,Tokyo Store,
2023-12-07,17:22,Snack Box,6.53,4,26.12,New York Store,
2023-12-30,11:26,Snack Box,8.61,6,51.66,Shanghai Store,
2023-03-01,11:17,Cookbook,20.26,10,202.6,Guangzhou Store,
2023-05-01,09:56,Smartphone,705.61,2,1411.22,Chicago Store,
2023-05-21,14:45,Jeans,60.77,3,182.31,Sao Paulo Store,
2023-06-22,19:21,Smartphone,722.9,6,4337.4,Delhi Store,
2023-12-21,19:17,Board Game,49.33,1,49.33,Phoenix Store,
2023-10-30,19:36,Smartphone,634.07,2,1268.14,New York Store,
2023-01-09,09:30,LEGO Set,75.2,3,225.6,Shanghai Store,
2023-05-17,17:05,Jeans,47.4,10,474.0,Osaka Store,
2023-10-19,18:51,Skincare Set,49.45,4,197.8,Phoenix Store,
2023-03-08,10:41,Blender,105.04,5,525.2,Mumbai Store,
2023-05-16,13:05,Bestseller Novel,15.13,1,15.13,Guangzhou Store,
2023-03-31,08:17,T-Shirt,23.1,9,207.9,Chicago Store,
2023-11-10,19:47,Winter Jacket,118.75,8,950.0,Guangzhou Store,
2023-01-13,09:42,Smartphone,877.88,5,4389.4,Shanghai Store,
2023-12-23,17:04,Jeans,57.45,8,459.6,Beijing Store,
2023-10-08,16:38,LEGO Set,96.4,4,385.6,Shanghai Store,
2023-07-19,18:44,T-Shirt,29.87,7,209.09,Los Angeles Store,
2023-08-07,08:07,T-Shirt,22.85,3,68.55,Los Angeles Store,
2023-07-20,14:12,Snack Box,6.51,8,52.08,Los Angeles Store,
2023-03-01,19:04,T-Shirt,25.38,8,203.04,Tokyo Store,
2023-10-28,08:23,Organic Coffee,12.18,6,73.08,Houston Store,
2023-10-11,15:25,Yoga Mat,31.31,7,219.17,Shanghai Store,
2023-05-25,14:18,Yoga Mat,23.31,5,116.55,Osaka Store,
2023-07-07,09:33,Organic Coffee,13.57,5,67.85,Guangzhou Store,
2023-05-21,15:44,Yoga Mat,24.65,5,123.25,Phoenix Store,
2023-12-10,15:47,Running Shoes,64.59,1,64.59,Chicago Store,
2023-06-10,14:45,T-Shirt,15.26,3,45.78,Hamburg Store,
2023-06-28,11:11,Headphones,124.15,2,248.3,Chicago Store,
2023-07-25,10:02,Skincare Set,42.0,3,126.0,Los Angeles Store,
2023-03-17,14:39,Jeans,61.95,7,433.65,New York Store,
2023-12-23,18:04,Skincare Set,56.39,7,394.73,Guangzhou Store,
2023-05-17,14:15,Bestseller Novel,13.11,6,78.66,Munich Store,
2023-12-30,12:24,Snack Box,5.19,3,15.57,Los Angeles Store,
2023-08-16,17:53,Cookbook,23.68,8,189.44,Mumbai Store,Back to School
2023-01-15,16:06,Board Game,28.43,9,255.87,Guangzhou Store,
2023-11-13,16:06,Yoga Mat,30.13,5,150.65,Shanghai Store,
2023-06-24,15:53,Snack Box,6.2,8,49.6,Tokyo Store,
2023-06-02,15:39,Winter Jacket,109.12,9,982.08,Sao Paulo Store,
2023-03-16,09:42,Board Game,47.77,1,47.77,Sao Paulo Store,
2023-12-13,19:51,Board Game,28.78,4,115.12,Chicago Store,
2023-03-16,19:21,Winter Jacket,97.93,1,97.93,Phoenix Store,
2023-02-02,18:31,T-Shirt,13.98,6,83.88,Guangzhou Store,
2023-01-21,15:38,Blender,88.86,9,799.74,Edinburgh Store,
2023-10-26,16:34,Running Shoes,99.59,2,199.18,Tokyo Store,
2023-04-24,13:16,Yoga Mat,17.14,4,68.56,Shanghai Store,
2023-02-04,11:20,Laptop,1003.97,3,3011.91,Chicago Store,
2023-02-12,08:25,Headphones,138.47,2,276.94,Beijing Store,
2023-04-04,16:08,T-Shirt,26.85,6,161.1,Los Angeles Store,
2023-10-20,10:12,Cookbook,20.85,1,20.85,New York Store,
2023-09-27,09:01,Yoga Mat,30.66,8,245.28,Guangzhou Store,
2023-12-31,09:46,Yoga Mat,21.55,2,43.1,Shanghai Store,
2023-06-19,12:49,Board Game,31.91,9,287.19,Chicago Store,
2023-01-22,11:18,Bestseller Novel,21.89,3,65.67,Shanghai Store,
2023-08-29,10:46,Board Game,33.45,3,100.35,Beijing Store,
2023-07-14,16:46,Jeans,40.47,9,364.23,Houston Store,
2023-02-04,14:48,Organic Coffee,11.62,1,11.62,Beijing Store,
2023-10-22,15:03,Headphones,263.34,8,2106.72,Shanghai Store,
2023-07-07,11:07,Snack Box,6.31,4,25.24,Chicago Store,
2023-06-14,12:58,Snack Box,8.41,7,58.87,Guangzhou Store,
2023-10-06,20:32,Smartphone,946.32,4,3785.28,Berlin Store,
2023-02-28,08:50,Yoga Mat,34.84,7,243.88,Houston Store,
2023-09-13,18:54,Jeans,43.57,1,43.57,Delhi Store,Back to School
2023-07-04,19:50,Snack Box,7.07,5,35.35,Chicago Store,
2023-05-17,16:54,LEGO Set,67.78,4,271.12,Berlin Store,
2023-03-04,17:50,Winter Jacket,145.89,10,1458.9,Edinburgh Store,
2023-07-26,13:46,Cookbook,22.16,3,66.48,Phoenix Store,
2023-09-30,20:38,Running Shoes,78.82,3,236.46,Shanghai Store,
2023-11-21,08:39,Snack Box,7.49,8,59.92,Shanghai Store,
2023-02-21,19:50,LEGO Set,74.73,8,597.84,New York Store,
2023-05-05,16:40,Organic Coffee,10.11,7,70.77,Rio de Janeiro Store,
2023-12-30,11:41,Organic Coffee,13.58,1,13.58,Chicago Store,Holiday Special
2023-08-08,15:46,Yoga Mat,32.14,4,128.56,New York Store,
2023-03-05,17:17,Organic Coffee,9.98,2,19.96,Edinburgh Store,
2023-12-30,10:20,LEGO Set,52.15,1,52.15,Tokyo Store,
2023-07-07,10:52,Smartphone,600.21,2,1200.42,Phoenix Store,
2023-05-14,17:19,Yoga Mat,22.73,1,22.73,New York Store,
2023-10-09,10:38,Snack Box,6.48,2,12.96,Hamburg Store,
2023-09-30,08:50,Snack Box,5.83,5,29.15,Sao Paulo Store,
2023-01-12,14:59,Board Game,49.79,3,149.37,Chicago Store,
2023-05-21,19:03,LEGO Set,41.33,9,371.97,Mumbai Store,
2023-10-29,09:25,Cookbook,28.57,3,85.71,Delhi Store,
2023-07-18,11:54,Board Game,23.74,8,189.92,Sao Paulo Store,
2023-03-21,17:57,LEGO Set,39.52,9,355.68,Los Angeles Store,
2023-09-18,11:51,Blender,111.19,6,667.14,Shanghai Store,
2023-04-23,09:44,T-Shirt,23.24,9,209.16,Chicago Store,
2023-01-07,18:00,Organic Coffee,8.17,9,73.53,Delhi Store,
2023-12-04,17:17,Board Game,37.32,4,149.28,Phoenix Store,
2023-04-11,14:36,Headphones,126.52,8,1012.16,Chicago Store,
2023-11-28,14:06,Yoga Mat,32.75,3,98.25,Chicago Store,
2023-03-13,16:01,Smartphone,892.43,3,2677.29,Los Angeles Store,
2023-03-26,12:03,Yoga Mat,24.51,6,147.06,Houston Store,
2023-04-16,11:23,Snack Box,7.95,9,71.55,Osaka Store,
2023-10-23,08:31,Blender,88.43,9,795.87,Beijing Store,
2023-08-28,19:25,T-Shirt,29.11,1,29.11,Phoenix Store,
2023-08-04,20:08,Yoga Mat,18.02,9,162.18,Mumbai Store,
2023-09-14,08:20,Bestseller Novel,21.95,2,43.9,Los Angeles Store,
2023-06-16,10:55,Running Shoes,111.61,9,1004.49,Houston Store,
2023-12-12,09:24,Board Game,29.97,7,209.79,Shanghai Store,
2023-12-29,13:27,Cookbook,26.68,8,213.44,Beijing Store,
2023-05-13,10:14,Headphones,155.88,10,1558.8,Houston Store,
2023-04-13,14:33,T-Shirt,15.63,3,46.89,Tokyo Store,
2023-03-13,12:38,Running Shoes,83.83,4,335.32,Beijing Store,
2023-01-17,20:56,Organic Coffee,12.92,5,64.6,Beijing Store,
2023-10-29,12:08,Snack Box,8.65,7,60.55,Chicago Store,
2023-07-04,17:08,Organic Coffee,12.7,8,101.6,Edinburgh Store,
2023-04-29,20:32,Laptop,1961.89,2,3923.78,Houston Store,
2023-03-31,08:47,Winter Jacket,102.93,1,102.93,Phoenix Store,
2023-08-19,11:05,Bestseller Novel,11.69,3,35.07,London Store,
2023-10-24,17:28,Skincare Set,53.79,7,376.53,Guangzhou Store,
2023-05-25,17:31,Perfume,138.89,8,1111.12,Chicago Store,
2023-05-25,08:00,Snack Box,7.22,3,21.66,Beijing Store,
2023-08-15,20:52,LEGO Set,48.16,3,144.48,Chicago Store,
2023-02-09,17:03,Headphones,98.08,2,196.16,Phoenix Store,
2023-08-26,10:30,Headphones,84.87,4,339.48,Hamburg Store,Back to School
2023-10-18,11:42,Snack Box,6.5,10,65.0,Shanghai Store,
2023-10-18,12:15,LEGO Set,75.34,8,602.72,Shanghai Store,
2023-07-03,08:05,Blender,94.4,1,94.4,Los Angeles Store,
2023-12-10,19:50,Perfume,59.66,8,477.28,New York Store,
2023-09-30,09:17,Snack Box,8.89,6,53.34,Tokyo Store,
2023-11-15,09:31,Snack Box,9.08,1,9.08,London Store,
2023-11-11,11:26,Organic Coffee,9.99,6,59.94,Sydney Store,
2023-08-10,19:46,Jeans,59.77,6,358.62,Phoenix Store,
2023-06-23,10:36,Jeans,64.63,9,581.67,Houston Store,
2023-07-22,11:32,Perfume,128.67,10,1286.7,Shanghai Store,
2023-08-21,13:33,Yoga Mat,23.23,10,232.3,Los Angeles Store,
2023-01-12,10:20,Snack Box,9.3,2,18.6,Mumbai Store,
2023-10-06,19:10,Organic Coffee,12.02,4,48.08,New York Store,
2023-02-16,14:56,T-Shirt,12.66,6,75.96,Shanghai Store,
2023-10-23,11:52,Running Shoes,96.34,5,481.7,Shanghai Store,
2023-07-28,12:31,Cookware Set,228.96,2,457.92,Sao Paulo Store,
2023-03-13,09:32,Bestseller Novel,20.16,7,141.12,Manchester Store,
2023-04-27,15:57,Blender,85.95,5,429.75,Phoenix Store,
2023-10-14,13:52,Smartphone,932.51,5,4662.55,Sao Paulo Store,
2023-02-02,13:09,Cookbook,21.95,1,21.95,Chicago Store,
2023-09-07,11:18,Smartphone,904.33,1,904.33,Los Angeles Store,
2023-09-22,13:10,Snack Box,9.77,6,58.62,Melbourne Store,
2023-08-11,18:25,T-Shirt,25.92,3,77.76,Beijing Store,
2023-08-30,20:41,Organic Coffee,11.71,5,58.55,New York Store,Back to School
2023-06-17,13:58,Bestseller Novel,21.93,1,21.93,Delhi Store,
2023-06-05,16:23,T-Shirt,21.3,8,170.4,Phoenix Store,Summer Sale
2023-12-29,11:01,Board Game,28.62,6,171.72,Beijing Store,
2023-07-04,13:01,Organic Coffee,8.46,6,50.76,Chicago Store,
2023-08-26,09:34,Snack Box,6.97,9,62.73,Chicago Store,
2023-06-12,17:13,Jeans,53.21,3,159.63,New York Store,
2023-06-09,18:22,Snack Box,7.01,6,42.06,Tokyo Store,Summer Sale
2023-08-21,08:00,Organic Coffee,10.94,7,76.58,Phoenix Store,
2023-10-14,15:23,Snack Box,7.28,5,36.4,Sydney Store,
2023-10-02,11:42,Winter Jacket,105.03,5,525.15,Chicago Store,
2023-08-24,14:41,Smartphone,988.29,3,2964.87,Sydney Store,
2023-11-30,10:13,Jeans,65.23,6,391.38,Los Angeles Store,
2023-02-14,08:38,Snack Box,9.36,2,18.72,Delhi Store,
2023-05-11,20:49,Laptop,1127.38,9,10146.42,Tokyo Store,
2023-06-21,18:49,T-Shirt,14.84,1,14.84,Houston Store,
2023-05-16,15:55,Skincare Set,35.94,7,251.58,Delhi Store,
2023-03-28,10:20,Jeans,75.52,4,302.08,Hamburg Store,
2023-11-22,19:17,Board Game,34.13,2,68.26,Shanghai Store,
2023-05-23,12:09,Blender,82.52,4,330.08,Shanghai Store,
2023-09-20,16:30,Perfume,104.58,7,732.06,Guangzhou Store,
2023-06-08,19:34,Running Shoes,76.27,1,76.27,Los Angeles Store,
2023-04-16,10:03,Skincare Set,46.77,10,467.7,Los Angeles Store,
2023-08-02,08:15,Board Game,31.72,3,95.16,Guangzhou Store,
2023-06-21,13:03,Running Shoes,74.22,3,222.66,Edinburgh Store,
2023-01-13,10:14,LEGO Set,94.61,6,567.66,Rio de Janeiro Store,
2023-04-09,08:17,Laptop,964.74,4,3858.96,Osaka Store,
2023-04-17,13:29,Skincare Set,54.24,6,325.44,Phoenix Store,
2023-07-13,15:03,Jeans,62.85,2,125.7,Los Angeles Store,
2023-10-19,17:24,Running Shoes,88.26,1,88.26,Phoenix Store,
2023-09-26,15:02,Blender,94.88,8,759.04,Shanghai Store,
2023-07-05,11:59,Organic Coffee,8.9,4,35.6,New York Store,
2023-01-25,10:48,Snack Box,7.41,5,37.05,Delhi Store,
2023-11-30,09:41,Blender,76.86,10,768.6,Tokyo Store,
2023-03-31,12:05,Headphones,158.99,1,158.99,Guangzhou Store,
2023-08-25,20:21,T-Shirt,14.41,3,43.23,Guangzhou Store,
2023-07-16,19:44,Cookbook,17.99,4,71.96,Osaka Store,
2023-08-11,10:34,T-Shirt,12.15,9,109.35,Los Angeles Store,
2023-09-06,09:26,Skincare Set,69.18,6,415.08,New York Store,
2023-08-03,09:52,Cookbook,32.75,8,262.0,Los Angeles Store,
2023-06-28,12:22,LEGO Set,79.03,9,711.27,Munich Store,
2023-05-27,09:40,Blender,83.36,10,833.6,Los Angeles Store,
2023-06-07,20:44,Board Game,25.91,4,103.64,Edinburgh Store,
2023-11-21,11:46,T-Shirt,29.63,9,266.67,Houston Store,
2023-04-27,13:46,Winter Jacket,83.22,3,249.66,Chicago Store,
2023-09-10,12:09,Yoga Mat,34.03,9,306.27,Houston Store,
2023-05-28,16:48,Headphones,73.98,3,221.94,Phoenix Store,
2023-12-30,16:49,Skincare Set,76.53,4,306.12,Shanghai Store,
2023-03-03,10:24,Cookware Set,234.43,10,2344.3,Shanghai Store,
2023-05-07,19:28,Board Game,31.72,1,31.72,Osaka Store,
2023-10-24,10:54,Cookware Set,132.73,6,796.38,London Store,
2023-03-19,20:45,Running Shoes,75.33,3,225.99,Phoenix Store,
2023-07-22,16:10,Winter Jacket,90.92,2,181.84,Chicago Store,
2023-09-26,08:44,Bestseller Novel,22.88,8,183.04,London Store,
2023-03-18,20:44,Skincare Set,61.19,1,61.19,Osaka Store,
2023-03-03,16:01,Perfume,137.54,8,1100.32,Phoenix Store,
2023-06-19,16:30,Winter Jacket,124.04,1,124.04,Tokyo Store,Summer Sale
2023-03-13,16:48,Perfume,102.97,5,514.85,Hamburg Store,
2023-12-12,11:43,Snack Box,6.03,2,12.06,Chicago Store,
2023-01-12,17:52,Jeans,77.08,9,693.72,New York Store,
2023-11-21,10:34,Headphones,285.41,8,2283.28,Osaka Store,
2023-04-05,19:20,T-Shirt,29.67,1,29.67,Manchester Store,
2023-11-13,20:38,Headphones,143.02,3,429.06,Chicago Store,
2023-01-26,12:42,T-Shirt,24.07,7,168.49,Shanghai Store,
2023-04-12,14:06,Cookware Set,118.19,10,1181.9,New York Store,
2023-05-15,16:42,Headphones,100.21,4,400.84,Berlin Store,
2023-01-03,09:56,Organic Coffee,12.87,6,77.22,Guangzhou Store,
2023-08-26,08:01,Organic Coffee,9.89,8,79.12,Beijing Store,Back to School
2023-12-22,14:15,LEGO Set,47.92,4,191.68,Delhi Store,
2023-04-03,19:37,T-Shirt,25.84,7,180.88,Mumbai Store,
2023-08-22,12:20,Jeans,74.12,9,667.08,Osaka Store,
2023-06-03,10:52,Jeans,49.47,8,395.76,Sydney Store,
2023-04-01,20:05,Bestseller Novel,11.8,2,23.6,Los Angeles Store,
2023-04-22,09:58,Skincare Set,57.3,1,57.3,Guangzhou Store,
2023-08-16,10:29,Jeans,60.22,2,120.44,Houston Store,
2023-02-14,19:45,Board Game,46.92,2,93.84,New York Store,
2023-03-06,16:19,Smartphone,801.59,2,1603.18,New York Store,
2023-08-12,10:29,Perfume,101.71,5,508.55,Hamburg Store,
2023-09-26,12:48,Running Shoes,66.42,10,664.2,Beijing Store,
2023-11-07,09:15,Board Game,37.45,5,187.25,Houston Store,
2023-04-24,19:13,Headphones,52.16,9,469.44,Beijing Store,
2023-03-03,17:28,Laptop,1614.92,6,9689.52,Phoenix Store,
2023-04-10,10:35,Running Shoes,69.14,1,69.14,Shanghai Store,
2023-08-14,15:33,Organic Coffee,8.17,1,8.17,Mumbai Store,
2023-11-03,20:16,Headphones,90.57,3,271.71,New York Store,
2023-10-22,19:41,Yoga Mat,33.96,2,67.92,Los Angeles Store,
2023-12-11,11:05,Organic Coffee,8.85,6,53.1,Houston Store,
2023-12-31,10:15,Jeans,73.62,9,662.58,Sao Paulo Store,
2023-01-31,16:29,Snack Box,6.22,8,49.76,Shanghai Store,
2023-12-16,10:37,Yoga Mat,27.5,6,165.0,Guangzhou Store,
2023-05-18,09:11,Snack Box,5.96,5,29.8,Munich Store,
2023-06-09,10:45,Jeans,76.69,7,536.83,Los Angeles Store,Summer Sale
2023-08-20,13:36,Board Game,23.25,4,93.0,London Store,Back to School
2023-10-20,18:54,LEGO Set,98.05,8,784.4,Guangzhou Store,
2023-05-12,14:06,Smartphone,658.49,4,2633.96,Tokyo Store,
2023-02-28,20:23,Snack Box,9.27,3,27.81,Shanghai Store,
2023-12-19,08:16,Organic Coffee,10.76,5,53.8,Beijing Store,
2023-11-06,11:38,Laptop,1694.69,9,15252.21,Shanghai Store,
2023-07-27,09:32,LEGO Set,43.42,7,303.94,New York Store,
2023-12-15,12:28,Board Game,21.87,4,87.48,Houston Store,Holiday Special
2023-10-11,20:07,T-Shirt,24.12,5,120.6,Beijing Store,
2023-09-02,19:20,Organic Coffee,10.94,4,43.76,Beijing Store,
2023-04-18,12:40,Snack Box,7.46,4,29.84,Manchester Store,
2023-02-04,15:47,Smartphone,891.67,2,1783.34,Houston Store,
2023-04-18,10:47,Running Shoes,109.46,4,437.84,Tokyo Store,
2023-06-14,17:39,Headphones,266.57,1,266.57,Phoenix Store,
2023-02-28,12:15,Snack Box,8.61,9,77.49,Guangzhou Store,
2023-09-09,19:28,Smartphone,918.49,7,6429.43,Beijing Store,
2023-12-09,12:29,Bestseller Novel,19.87,9,178.83,Los Angeles Store,
2023-11-30,17:32,Snack Box,7.53,3,22.59,Phoenix Store,
2023-01-05,10:44,Smartphone,573.16,1,573.16,Chicago Store,
2023-03-09,15:49,Board Game,39.61,6,237.66,Houston Store,
2023-07-27,08:00,Snack Box,5.12,5,25.6,Berlin Store,
2023-04-29,08:19,Winter Jacket,112.55,1,112.55,Melbourne Store,
2023-09-17,15:36,Board Game,45.73,3,137.19,Osaka Store,
2023-07-22,11:57,Jeans,49.57,3,148.71,Phoenix Store,
2023-03-20,10:47,Snack Box,7.27,10,72.7,Los Angeles Store,
2023-05-17,19:11,Yoga Mat,20.28,7,141.96,Los Angeles Store,
2023-08-29,15:01,T-Shirt,11.35,6,68.1,Berlin Store,
2023-12-14,12:15,Smartphone,860.69,10,8606.9,Shanghai Store,
2023-05-03,18:02,Organic Coffee,9.17,9,82.53,Tokyo Store,
2023-07-16,14:21,Bestseller Novel,23.93,4,95.72,Osaka Store,
2023-07-14,10:29,Headphones,106.33,6,637.98,Los Angeles Store,
2023-07-07,19:10,Headphones,87.4,1,87.4,Osaka Store,
2023-09-08,09:07,Smartphone,557.73,6,3346.38,Sao Paulo Store,
2023-06-16,17:22,Running Shoes,62.01,2,124.02,Guangzhou Store,
2023-03-05,11:30,Snack Box,6.68,10,66.8,Manchester Store,
2023-07-10,19:54,Smartphone,598.85,9,5389.65,Beijing Store,
2023-11-11,18:48,Skincare Set,52.4,10,524.0,Phoenix Store,
2023-05-11,15:20,Board Game,34.7,2,69.4,Shanghai Store,
2023-12-03,15:35,Bestseller Novel,11.71,6,70.26,Shanghai Store,
2023-05-16,15:27,Blender,97.1,1,97.1,Guangzhou Store,
